web-scraper-order,web-scraper-start-url,aircraft_type,aircraft_type-href,aircraft_comments
"1612887580-20371","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","Excellent window seat.  Seemed more private than rows 4 & 5 due to adjacent middle seating.  Overall, BA's first cabin is somewhat crowded in comparison to Emirates & Lufthansa.  Service & flight attendants---fantastic.  BA does not serve caviar like AF & LH."
"1612887658-22807","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-400ER (76D) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-400ER_B_Version_2.php","There's something under the A and B seats that lower the available under-seat storage to less than 12 inches high. I couldn't fit my small backpack. Also very little leg room."
"1612887614-21742","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","I am 6' and broad shouldered.  I flew in 16E and 17A recently.  Both seats have the same issues.  First is the pitch.  My knees were wedged against the seat in front.  I've lived with this before on other airlines, but something peculiar about the Delta seats.   Due to the narrow width of the seats, one knee was wedged against the seat frame and/or the metal spring for the magazine pouch.  This was extremely unpleasant.  Regarding width, I was in a window seat both ways and I could not sit up vertically due to the outside wall of the hull and the narrow seats.  I had to twist slightly to avoid pressing too much in to the person next to me.  I will avoid this air frame all together in the future."
"1612887576-20110","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","Flew on the Queen of the Skies on 30 March 2018, I was in 2K, my wife in front in 2K, from LHR to DFW. Our first time in First. Concorde room was amazing beforehand. Comfort, service and food on board was incredible.  Of special joy was a dinner date with my loved one at 36,000 sitting opposite each other in my 'suite'. The 747 may be getting old but I can't speak too highly of our experience. Thanks BA !"
"1612887514-19130","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A380-800 (380)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A380_V2.php","Air France is a much improved airline in all aspects except its A380 business class flat bed . Which tilts at an uncimfortable angle This is an older generation configuration and needs to be updated ."
"1612887674-23198","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","Because the tail of the plane narrows, thus seat sticks out in the aisle -a lot! On the transpacific flight, the cart hit ny seat over 25 times. No joke. Nice for leg room awful fir comfort."
"1612887415-17354","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-900 (CR9) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_CRJ-900.php","The seats in Row 15 (A, C, D, and F) are extremely narrow. The aisle seats have solid dividers up to the armrest, and a protruding metal piece in the window seats will poke you in the hip. If you are skinny - great. Average or a little plump? Don't sit here!"
"1612887441-18006","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","V2 of the 321 ORD-LAX and commonly used to DFW and Hawaii.  14F is really tight, no foot space withe the entertainment box - Im 6'2 - but the entire 14DEF row should be yellow. Overwater equipment (and that's most/all aircraft) takes up the overhead bin over these seats, so its a real chafe to get your carry-ons stored. Avoid."
"1612887437-17744","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (32B) Layout 3","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_new.php","In additon the over head storage for row 11 is greatly reduced.   Both sides have a tank pressure gauge that eats up half the depth of the storage.   Quite silly since the bulkheads require everything be stored up top.  There is not enough room for the six seats..   Better board early"
"1612887580-20511","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","This seat was a very good seat. Very private due to the location. The service was extremely good. The top deck is very quiet I fly with BA very often and on the same route (Chicago to London)and when I am on the top deck they always give a box of chocolates to these passengers. to food was very good with a large selection."
"1612887509-18990","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-200ER (772) Three Class Layout 2","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-200_C.php","Premium economy seats on this plane are AWFUL.  You ""recline"" by sliding the seat down so that you are positioned in an uncomfortable slouch. Pure torture.  No way to sit comfortably, let alone attempt to sleep.  Food is standard economy fare.  Prem Economy must use 1 of 4 lavs shared by 260 seats in economy and premium economy.  Don't waste your money, you will be more comfortable in economy."
"1612887600-21369","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","A normal seat with a decent pitch, not to close to the wc and with less foot traffic that in the front of the plane."
"1612887640-22402","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 717-200 (717)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_717.php","Seat pitch is reduced by ~3"". Severe lack of legroom!
Seat has AC and USB power available."
"1612887485-18838","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A320 (320) Layout 1","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A320_Africa_Middle_East.php","I flew Air France's A320 from Paris to Tel Aviv.  To describe this seat as business class is misleading.  As stated on Seat Guru, the middle seat is kept clear.  You are given an amenity kit and water before takeoff.  At 6'6 this flight was torture.  I had booked Business class from LAX - Tel Aviv and the second leg from Paris to Tel Aviv was also in Business class.  If you are buying that leg outright, save your money.  It isn't worth it."
"1612887421-17385","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-700 (CR7) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Canadair_CRJ700_V4.php","I flew with the CRJ-700 from Detroit to Chicago O'Hare. Although the incoming flight was delayed over 40 minutes and no one was at the gate, the flight left pretty much on time and landed early at O'Hare. Because of the small size of the plane the flight felt like a sports car ride. The board service was ok, and the seats were pretty comfortable for a regional jet. All in all it was a great experience, flying with a smaller plane."
"1612887580-20472","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","YVR to LHR. Not too shabby, considering that BA's WT seats are made to the same dimensions regardless of plane. Legroom was OK for my 6'3"" thin frame, but seat width was rather admirable compared to some airlines that employ 3-4-3 on 77W and 77L craft.

However, the 747-400s are getting very old and even BA's impressive fleet of A380s cannot replace them fast enough. The seats are very comfy since they are old cloth and padded well, but the recline doesn't work smoothly anymore and the kind elderly gentleman next to me received a tray table in the chest when the woman in the front accidentally slammed her seat back.

Food was OK, and service was cool and professional as usual for BA. Overall not a bad seat, on the trusty old Queen of the Skies but it is a weary plane all the same."
"1612887441-18144","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","Row 11 may have the most leg room on the plane... I can't touch the seat in front of me even if I fully extend my legs. 

But the catch is you have no storage under the seat in front of you because it's an exit row and the overhead compartment on both sides is marked ""no stowage"" due to first aid, oxygen, fire extinguishers, flight attendant stuff, etc.  So you're forced to use an adjacent bin.   It's probably not a major problem since you're most likely one of the first to board if you have this seat.  But, it's still an inconvenience. 

Also can't watch TV or movies during takeoff/landing since it needs to be stowed in the armrest."
"1612887561-19751","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","The plane is beautiful; the 31 inches of pitch are not. Even for average sized and smaller people the plane seats are just miserable. The good thing about 27C is that there full recline and no one is behind you tapping on the screen. All I can say is that I will never take BA again on a longhaul flight unless it's in premium economy or better. Again, the seats are miserable, and I frequently fly Air France and American Airlines in economy transatlantic. I have NEVER been so uncomfortable."
"1612887576-20092","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","Some of the 777-200's have been updated with the new club suite. I was lucky to be on one of the updated 777-200's. Nice, comfy seats with good privacy. The new IFE screen is much better than the IFE screen on the old 777-200"
"1612887497-18890","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-300ER (77W) Three Class","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-300_D.php","I take a measuring tape with me on flights, and found 31H was 33"" (tip of armrest to tip of armrest) of pitch and 17"" wide (in between armrests). Inboard and outboard seats appeared to be aligned, therefore I'd say they were all 33"" (not 32"" as AF claims), until the back of the cabin where the fuselage squeezes. Then things fall apart for the outboard seats (inboard seemed OK). Am taking this flight tonight again and will measure 38H for you."
"1612887437-17738","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (32B) Layout 3","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_new.php","To say ""proximity to galley and lavatory may be bothersome"" is a bit of an understatement when it comes to a redeye.  The cabin crew did not stop talking, and the light was really bothersome.   This is true for both seats, but especially 6D.  Probably the other side too."
"1612887377-16717","https://www.seatguru.com/airlines/Lufthansa/information.php","Boeing 747-8 (748)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Boeing_747_8_V3.php","16 A and C, as well 16 H and K are good seats in the economy cabin...especially the aisle seats with plenty of legroom and storage behind the last business class row. The curtain is a little close, but on a night flight I did not care as the legroom was great."
"1612887503-18972","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-300ER (77W) Caribbean","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-300_E.php","very nice plane, quiet and spacious! the IFE is great, the food is ok, better than average company"
"1612887431-17569","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 737-800 (738) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Boeing_737-800_V2.php","Seat 7A is encroached by the fuselage wall, especially if you are 5'10"" or over."
"1612887409-17303","https://www.seatguru.com/airlines/American_Airlines/information.php","Embraer ERJ-140 (ERD)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Embraer_ERJ-140.php","If you're tall & wide or used to first class on your domestic flights, stick with 11C on this small bird.  The right side armrest is attached to wall and very small - hence, widens the seat.  Exit Row is the only place on this plane with any legroom to speak of.  You can survive here for an hour or two without too much pain."
"1612887550-19471","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A319 (319) European","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php","Nice seats in the front of the plane.
Enough space for me with 180cm/120kg. The middle seat is empty and got a table. Service was also fine."
"1612887561-19749","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","Great crew and decent meal.  Exceptional service from American crew ladies."
"1612887377-16727","https://www.seatguru.com/airlines/Lufthansa/information.php","Boeing 747-8 (748)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Boeing_747_8_V3.php","Despite more legroom and seat width limited by embedded tray table and PTV, there was no window on this seat. It was covered by a wall, so there is no usual space to lean on, like other regular window seats."
"1612887640-22407","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 717-200 (717)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_717.php","the worst seat I have ever had on a plane. no window, like sitting in a cave, the stench from the bathroom was, lets say, just awful!"
"1612887514-19128","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A380-800 (380)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A380_V2.php","This seat is not as much an exit aisle as it is a thoroughfare for everyone moving between rows.  Even the flight attendants constantly cross in front causing the need to move your feet or get tripped upon.  Would never pay extra for this seat again.  Also, Air France did not dim cabin lights during flight, which, was very bothersome."
"1612887556-19504","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A319 (319) Domestic Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_C.php","The flight to Edinburgh from London Gatwick was very nice the crew were very friendly. The pilot was good."
"1612887451-18729","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","I made the 10 hour flight from DFW to Sao Paulo, Brazil in main cabin extra seat 17J. I'm just under 6'3"" and was able to sleep a bit, but the main cabin extra still felt claustrophobic and cramped. Granted it surely must have been better than economy. The overhead bin situation didn't help. They were worst I've ever seen on an airplane - seemed smaller and were awkward to open and close even for someone as tall as me. The bathrooms and mood lighting were nice though"
"1612887582-20700","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","100% bad design. Why would you put entertainment equiptment under a seat so you dint have any leg"
"1612887439-17864","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","If was good the seat but the food should be free cause its trancon. Are plane  had problems with the APU.no Tv monitor for the 5 hour flight? Thats to long with no momitor no movie no meals"
"1612887600-21432","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","In the cubicle that is a business class seat it is very cramped and almost claustrophobic, very difficult to see out the window, impossible to eat ones food, without hitting the right elbow on the cabinet.The seat is narrow and I would hate to have an overnight flight and try to sleep. Once the tray table has been extended, it is almost impossible to leave one's seat without removing all items, ie food etc, from the table onto one of the cabinets. The newer model 380 is slightly better."
"1612887403-17247","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A330-300 (333) Layout 1","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A330-300_B.php","Flew MUN-DEN on this seat with my spouse. We had chosen those seats because we knew we were able to recline fully even though they are in the last row. Some people do not enjoy being close to the galley because of the noise, I can tell you that when on a day flight, it's very convenient as you can get up and pick drinks easily. The seats were ok but only when travelling as a couple because the seats are rather narrow and do not offer much elbow rest. IFE ok with a large selection of classics, don't expect the lastest blockbusters."
"1612887503-18967","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-300ER (77W) Caribbean","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-300_E.php","seats are very uncomfortable, very hard. IFE is nice though."
"1612887485-18826","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A320 (320) Layout 1","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A320_Africa_Middle_East.php","CDG - Amman and back with same seat 4F. For the day flight CDG - Amman on March 23, the quality of the meal served compensated (a bit) the lack of space. For the night flight Amman - CDG on March 28, this is a disaster: leaving at 01:15 am to arrive at CDG at 05:35 am without any good sleep. AF needs to choose another type of plane for such a long trip (they do it for Cairo which is served by daughter company Joon with a A340 in three classes). To pay a business fare for such a seat is a shame. I introduced a claim to AF but they just answered that ""my comments will be taken into account to improve service..."""
"1612887514-19097","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A380-800 (380)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A380_V2.php","Definitely the worst seat in Business Class. Tv is a small pop up screen ans faces rifht into the galley ans bathrooms. Business class generally is very poor quality aa the seats are very uncomfortable ans not 189 degree lie flat. By far the worst business class to Europe of the major carriers"
"1612887485-18834","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A320 (320) Layout 1","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A320_Africa_Middle_East.php","My comment relates to all seats that are considered and purchased as business class. Although price was much above economy class the they were quite the same. There are no proper room for legs, I am not sure if there is any difference between the space of Economy and business class and there is very very low option to back recline. Calling those seats ""business class"" at the most best description is a total misleading the passengers who are the airline customers. The right description is that it may consider to be just a robbery. If Air France is really wishing to hear passenger feedback, then the airline should take the required actions ASAP and to the future passengers of Air France - DO AVOID FLYING BUSINESS CLASS ON THOSE FLIGHTS UNTILL THIS ISSUE IS RECOVERED"
"1612887419-17374","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-700 (CR7) Layout 3","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Canadair_CRJ700_V3.php","At best, this a mixed value seat.   Yes more leg work but the 1st class seating is 1 on right and 2 on (see your map).   Ecomony is 2+2.   Sear 8C thus ends up at the end 1st class ailse as it dogleg for 2+2 configure, making occupant of 8C in the direct line bumps, carts, luggage, backpacks, etc.  it is awful"
"1612887423-17394","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-700 (CR7) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Canadair_CRJ70.php","View out window very nice,  engine noise a problem, cannot hear cabin announcements during climb, no recline."
"1612887407-17292","https://www.seatguru.com/airlines/American_Airlines/information.php","Embraer ERJ-145 (ER4)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Embraer_ERJ-145.php","I bought seat 1A, as I liked the thought of getting a few extra inches of legroom. However, the seat throughout the flight was uncomfortably cold, and loud. Having the other door across from this seat made it sound as though I was sitting next to the engine. And like others have said, cold. Even the occupant of seat 2A complained about how cold it was."
"1612887391-17100","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A340-600 (346) Layout 1","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A340-600_D.php","seat was way to firm/rock hard.  The partition between Business and Premium Economy squeaked and rattled the entire flight, very annoying.  Very little leg room for expensive upgrade.  This old AB340 needs to be retired by Lufthansa.  The B747-8i is much more comfortable."
"1612887582-20575","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","This was a standard World Traveler (Economy)seat on the lower level from LHR to ORD.  I think this has been under-stated in prior comments, but in the window seats you will lose approximately 40% of your (already severely limited) leg room due to the support of the seat in front of you, combined with the entertainment system box that sits inside of that.  If you want to extend your legs, you will be forced to sit at an angle the entire flight, and keep your legs glued together to avoid intruding on the space of the passenger in the middle seat. 40% less legroom - this is not an exaggeration.  Fortunately, I was traveling with family, so was able to put a small child in this seat, with my wife and I in the middle and aisle seats.  I'm not sure who gets paid to design these planes, but it is a truly terrible design.  Some have mentioned additional storage space on the side, but that is not true of the lower level seats. These window seats should all be labelled yellow."
"1612887447-18369","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Boeing_787-9.php","Flew AKL-LAX on 12/1/17. Tiny seat with minimal legroom made worse when person in 17A reclined for entire flight. Seat was smaller than on AA's MD-80 domestic fleet. Great entertainment system partly made up for it. Toilets seem bigger than average."
"1612887582-20698","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","This is a terrible seat just outside the toilet.  People continually standing right by you and the toilet smell constant.  Nightmare"
"1612887501-18909","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-300ER (77W) Four Class Layout 1","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-300ER_Four_Class_V2.php","Extremely uncomfortable.  This clam design is too narrow. I had to sit with my knees together  and bent in the diagonal space.
No room to sit with feet directly in front and the space with the seat was extremely narrow and no space for feet under seat.  I spent most of the flight with my sitting side-wards with my legs hanging in the aisle. I an 177cm (5ft. 11inch). I noticed everyone in the cabin was noticeably shorter than myself. I weigh 117.  I have discovered that people of my height and weight or above have the same problem as myself. This seating arrangement is only suitable for smaller people, who find it comfortable. 
This is a design problem, Air France must be aware of this, but they don't warn passenger about this problem"
"1612887451-18684","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","This is the second time I have flown Flt. 136 LAX to London, and I chose to fly through LAX specifically to fly on this plane in Business.  It is the most comfortable, technology-accessible, and private Business Class seat to London.  Each passenger has a ""pod-like"" seat equipped with a large screen TV, headset (had to ask for an adapter because the plug on the aircraft has been changed to a UK  3-prong plug, and I was using my personal earphones), mirror, wide seat that makes a very comfortable bed, and more. Similar seat on return trip.  I really don't know why anyone would buy a first class seat when Business is so terrific on this plane."
"1612887614-21657","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","Smallest seats in the delta fleet that I've ever sat in, 16.8"" . And at 5'4, the leg room was noticeably tight, and this is something that is almost never an issue for me. Delta, please get rid of these asap!"
"1612887451-18734","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","Entertainment system was great.  Lots of choices for movies and TV.  Seat was narrower than the other 777.  Tray table has to be carefully pushed in before folding up to latch.  It was always a problem.  Interesting lighting / different colors used during flight.  Bathrooms seem roomier and I could stand up without  a problem. I am 6 ft. 1 in."
"1612887600-21283","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","I had this seat on the A380 all the way from Gatwick to Auckland. Its a great seat, has a bulkhead right in front, and so makes you feel like you are in your own private cabin all the way. The seat reclines to horizontal and is comfortable to sleep in, although on a 16 hour flight, pyjamas would have been great (like Virgin Upper). Food was very good, the bar was excellent. The entertainment system was confusing and not as easy to use as others. Wifi all the way to Auckland for $1US was superb - I could annoy my friends with Facebook updates all the way!! All in all, a very good product."
"1612887383-16922","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A380_V3.php","Since it's a 3seat row, the seats are not in line with the other rows in front. Hence, the IFE is not in front of you but in between two seats which is extremely unpleasant especially if travelling alone. Also seats have no armrest to lift because the table is stored in the armrest. Positive: a lot of space for legs"
"1612887369-16543","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A321 (321)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A321_NEK.php","Most uncomfortable plane/seat we have ever had to endure.  Very cramped.  Very little padding in the seat.  Felt like we were sitting on a cement block."
"1612887397-17191","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A340-300 (343) Layout 1","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A340-300_F_new.php","The row of middle seats in business class should be marked yellow, due to the inconvenience of being the ""sandwiched""

The exclusive toilet for the staff at the front is not nice. I was not allowed to use it despite the two at the back meant for passengers being occupied!"
"1612887580-20365","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","The seat layout is not great, with the reverse facing seat at the window, but the seats were very comfortable.  Great media selection.  Food was above average and the flight attendants in the ""crows nest"", Anthony and Steven,  were AWESOME!  Would fly this aircraft again."
"1612887592-21094","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_private.php","Not good for long flights 8+. There is a large metal bar under the seat in front leaving no room to stretch out legs when wanting to sleep."
"1612887445-18259","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","Forget about limited recline, the seat DOES NOT recline. Between the lack of storage under the seat for row 1 and the lack of recline in row 2, this aircraft should not advertise this a a first class cabin"
"1612887451-18430","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","Premium Economy set 16C is very comfortable. Lots of leg room and has a foot rest. Downside is you are sup post to get a warm towel and warm nuts on takeoff but cot a tiny bag of pretzels"
"1612887632-22071","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (757)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200.php","Tray tables are in armrests, reducing seat width. Exit row seat belt is shorter than exit row on MD-90."
"1612887582-20606","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","Seat had good space. Plenty of leg room for a 5' 9"" person. I was comfortable the entire flight (10 1/2 hours). Loved the extra storage bin next to the window. Was able to store items that I'd normally put under the seat in front of me. But having that storage gave me room to move my feet around. Entertainment was good. Touch screen is a little sluggish but you can use the handheld remote for better response. The only minor issued I had was that the seat in front of me tilted back so far that it made it hard to get out of the seat to use the head. Other than the mild body contortions to get out of the seat, it was a very good flight."
"1612887644-22562","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A321.php","All seats in row 10 are missing personal TV monitors because first class seats begin immediately in front of these six seats."
"1612887580-20377","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","Seat 53H has to be one of, if not _the_ worst seat on the plane. My seat was broken, so I didn't even get the 'limited recline' that other reviewers have mentioned. Add to that the fact that for 30 mins after the meal service, multiple people queuing to get rid of that meal thought they could use my shoulder as an ar$e-rest, and that's any chance of sleep gone out the plexiglass window. Even the people milling around in the area by the rear emergency door kept bashing in to the back of my seat."
"1612887514-19178","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A380-800 (380)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A380_V2.php","Air France really does have a lot of gall.  To charge a premium for this seat is outrageous.  The seat is only comfortable for someone who is less than 5'4"" tall (170cms).  It is cramped and probably one of the most uncomfortable seats on an aircraft and would serve as a form of ancient torture, specially if you have a cretin seated in 94K behind you as I did."
"1612887441-18100","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","Good legroom.  Ridiculous seat width."
"1612887614-21704","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","Surprisingly pleasant aircraft and seat. Even though it is an old plane, noise was not too bad. A smooth flight and seat 27D offers ample legroom. (And I am 6' 3""). Window is aligned, so one can see enough (wing, and behind it)."
"1612887580-20334","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","See my review for 62A for most comments. LHR to IAD on Jun 20 2019 - zero privacy in this seat, no extra legroom even though it's advertised as Exit Row. Minimal storage (there's a drawer for your laptop/small items). Benefit - nobody needs to cross over your legs due to the exit door. Forward facing, if that matters to you. Very enjoyable flight. Daytime flight, so most people were awake (previous flight was overnight - virtually silent cabin) - due to difficulty of access to window seat, the cabin crew uses the pass-through in this seat to reach the window seat - so many openings and closings of the partition, which means many awkward looks at/from that passenger. Upper level is the way to go - far less traffic and noise."
"1612887437-17755","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (32B) Layout 3","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_new.php","I traveled on 6/22/15 from LAX to JFK.  This flight runs late a lot of times.  I was a little nervous as I had an international connection out of JFK.  This day things went OK.  Service was excellent. I'll be back but next time I am getting an earlier flight."
