Column1;Column2;Column3;Column4;Column5
1612804346-1102;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Good seat but for any reason, the chair feet of the front row are not in line with yours. You have to lay your legs from either side of the foot chair in front of you.
1612804296-167;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;there are no air controls for any of the seats in row 6. Seems to be due to the adjustable curtain that is used to partition club from economy. Looks like the same fir some other rows too - row 9, at least
1612804349-1485;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"I agree, these are BAD seats!!!  Besides hearing the toilet flush every time someone used it.  So many families were traveling with small children the stair case area was like a play ground.  I understand that young children need to move around. That is why I upgraded my seats, which I didn't get....  Then had to fill out forms for a refund for the upgraded seats. At least the seats reclined in the last row not that you could sleep with the toilet flushing and the noise the children were making....   
   Other than that its a beautiful aircraft."
1612804349-1444;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"I was switched - by BA - from 11D to 56F. I had no choice but to accept the change or not fly.

It was adjacent to the toilet and by the kitchen. When someone passed me going to/from the toilet, the curtain brushed my legs. The Flight attendants talked loudly in the Kitchen. I was trying to sleep during my 9 hour flight from LHR-YVR.

I checked 56F seat on SeatGuru.com after the fact and it is one of the seats the site suggests not to be booked."
1612804296-111;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;It has an amazing window view, great for youtubers and people looking for great views over europe
1612804336-731;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;We flew GAT - FLL. This plane is VERY old. Seat cushion was flat and very worn to the point it had pulled away from the back portion of the seat leaving a very uncomfortable hump for a ten hour flight. Beware this plane does not have any power ports or USB charging options in this seat. The service was VERY GOOD. The meal was okay. BA needs to retire or refurbish these OLD 777-200 fleet.
1612804346-1162;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;64a ... best seat on the plane. Right behind the stairs. Really private.
1612804349-1599;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;The door does not really impede streching your legs. i liked the seat in that regards as i have pretty long legs :). however, your legs will will be exposed to cool air from the large air vent on the ceiling so i needed a second blanket. there is indeed no window but as my flight was a night flight it didnt bother me. tv entertainment is in the armrest so during takeoff and landing you cant watch tv while others can do so.
1612804349-1370;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"Love this seat. The side locker is fantastic, plenty of storage space. Will swallow a laptop, your shoes, lots of other stuff. These seats do have an equipment box right in the middle of your footspace, so you have to straddle either side of it, but its not as bad in practice as you think it will be when you first look down and see it. 
The only real problem with this seat is the reduced overhead storage space. The lockers are much smaller and soon fill up so get in early. And dont even think about trying to store any of these so called 'cabin approved' suitcases in there. Sit downstraits if you have anything bigger than a laptop rucksack."
1612804322-425;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Worst seating arrangements on a  Boeing ever! Seats are super cramped and once the passenger in front of you reclines the seat you are squeezed in like a sardine! Its not worth even paying $39 to buy a seat. Just wait until 24 hrs out when there is no charge to pick a seat. British Airways should be ashamed for using this Dreamliner on long haul flights. On our next flight from London to Munich we flew the Airbus 320 which was heaven compared to the tortuerous 7.5 hrs flight on the Dreamliner.
1612804319-343;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;"I flew in seat 31A both ways LHR-AUH Dhabi recently.  Having read the reviews I was dreading it (I'm 6'3"" and c265lbs).  Surprisingly I found the seat width, pitch and service OK.  On the way out the middle seat was empty so I and the passenger in 31C had plenty of room for our feet and cabin bits.  A pleasant surprise after reading others' reviews.

However, on the way back all 3 seats were occupied and even with all my stuff in the overhead, there was simply nowhere for me to put my feet because of the poorly located oversized IFE box where I wanted to put my feet.  I think that BA have sited these where they are easy to get at for maintenance etc, rather than out of the way (i.e. under the floor, or further forward under the seat in front) at the expense of passenger comfort.  I await the day when IFE is no more and passengers use their own devices for entertainment!"
1612804322-574;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"BA has crammed as many seats in as possible on this plane in economy, so beware it is awful.
My seat was a typical business class but it was difficult to get in and out as the curve of the interior is tight here. With the tray table down it is impossible to move, same with the foot stool. Not enough storage spare in the seat area."
1612804349-1467;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"Travelled from Heathrow to Johannesburg on 380 and not impressed with upper deck window seat.
Firstly underneath the seat in front are not one but two metal containers (entertainment system?)located by the seat legs. These severely restrict legroom and leave only a small space to place your feet.
Secondly there is a large gap between the seat and the window making it awkward to lean against the window. The gap also contains a storage cabinet with an open-able lid. At first this seemed a great idea, but the cabinets are off-set from the seat so that cabinet behind you encroaches into your space. Every time the person behind you opens their cabinet you get knocked by the lid - not great when you are trying to sleep."
1612804322-428;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;This Boeing 787 London- New Orleans Premium economy product is very poor. The seat was uncomfortable and legroom was restricted due to the box under the seat in front. Before departure there were no hot towels or even hand wipes, no fizzy drink before takeoff - a choice of water or orange juice only and I couldn't cut into the beef main course which was very tough. The cabin staff didn't seem to have any time for us and looked overworked. Our last premium economy flight was with Air New Zealand and in comparison BA seemed to be a third rate  company. Avoid them if you have any other choice.
1612804349-1616;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"There are good and bad points about this seat. 

The good - you are most likely to be the first off the plane, so if you are like me and want to be off as quick as possible then this one is great. Also as it's at the front of the section, you don't have to worry about anyone stepping over you from the middle seat.

The bad - I found the seat to be quite ""dark"" as the windows both sides are obscured by other seats, and after takeoff the flight crew pull the curtains that are right in front of you, so it's OK if you may want to sleep, but not so good if you want to work. You also have to put up with a constant stream of people who don't know how to use a curtain, which can be quite hilarious at times."
1612804307-207;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php;"No air vents for the whole of Row 6
most other rows have them
as far as I can see back (which is not very far) every 6th row has no air vents"
1612804322-600;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;First, I LOVE BRITISH AIRWAYS - I fly them about 4 times a year between Toronto & London.  Their seats on all their planes are wonderful.  However, last week I flew on this new plane.  The plane was beautiful - it was 2 weeks old - very impressive.  The seats in economy, however, are a couple of inches smaller.  I was squeezed for the entire flight.  I will NEVER fly this model of aircraft on BA again!  (I went on to Edinburgh later that day on their Airbus 320 and it was like being in 1st Class after this terribly uncomfortable configuration.
1612804322-431;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;The best seat in Economy cabin
1612804322-580;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;If you want to know what Ryanair Longhaul will be like, fly the BA787 in economy! New planes with the smallest seats ever! IFE non functioning as well. Seat width incredibly tight, if you are anything more than a medium and have a bum and hips you will experience a very uncomfortable flight. Extra legroom seat  but that cannot make up for the rest of the experience! Avoid BA 787 at all costs in economy!
1612804322-433;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Unobstructed access to seat is invaluable. Near the exit so good for a fast getaway on arrival. Some may find the noise of the adjacent toilet flushing a disturbance. The seat opposite (3A) is the one to choose in this cabin IMO.
1612804346-1199;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Travelled LHR-JFK WT+.  Half empty so had a spare seat next to me. Good legroom and comfy (if dated) seat.  AV not great - small and cloudy screen.  Don't take any notice of complaints about pushing AV buttons with your thighs - this is on a long cable and can be easily popped out of the arm.
1612804346-1131;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"All seats in world traveller plus have fixed arm rests. This considerably reduces seat width and comfort.  The power sockets did not work and the steward advised that this was because it was an ""old plane."" Having travelled in economy before, the seats there were more comfortable."
1612804343-1031;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;Its a great seat with lost of storage but if the person in the row behind has their foot stool down its didficult to get to the aisle without knockibg them when stepping over. Bad seat donfiguration here.
1612804343-1035;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;This seat is fantastic.  Being near the lavatory is not bothersome at all, especially once you put the divider up.   This seat, as well as 64A are the best seats on the upper deck.   I sat in both seats on 2 separate legs from JFK-LHR-CPT.  It feels like you are in your own suite and they are both very private. Both seats have aisle access as you do not have to climb over anyone to leave your seat.
1612804349-1613;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Flew rhis 380 config for the first time. Never seen such a terrible config on any passenger jet. Numerous passngers in Buz Class all muttering about the layout. Side-by-side seats facing someone (more like cheek to cheek) you have never met. Privacy panels only work inflight and must be lowered to serve the interior or window seats across one's lap in aisle seats. Interior and window seats must climb over sleepers in aisle seats (talking claustrophobic!!). When sleeping in aisle seat, entire body exposed to aise. Interesting configuration in every way. Back to 777s for this FF.
1612804327-667;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;My second flight on BA Club World, and no better than the first.  Quite the worst business class I have travelled on in the last 3 years.  Seat is cramped, small, and with no local storage space.  Food was poor and the 'extra' menu ran out before arrival.  Limited access to the seat and all service was leaning over the adjacent passenger.  Avoid BA if you can
1612804322-564;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;I was in 25f.  COmfortable with good leg room and I am 1.83.  Still cannot get the head rest right with the new BA economy seats - preferred the old ones that you could adjust.  Plane quiet so noise from toilets nearby noticeable - so avoid if this bothers you
1612804327-675;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;The limited width for this seat makes it impossible to eat the meals as your elbows are trapped.  I had to sit in the crew seat opposite balancing the tray on my knee for each meal.  The seat might work if you are very tall, but I am short - so short people should avoid!  I would not have chosen this seat but I was moved from 41K as there was water from condensation dripping down my neck!
1612804346-1080;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Along with 62K, 64A, and 64K, these four seats are the very best on this 747.  Food was good, service was excellent.  Plenty of space to move in and out.  I was able to get a good four hours of sleep on a 6h.30 flight.  The only down side was the poor selection of movies.
1612804312-237;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) Domestic Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319.php;Seats were comfortable. Provided with one drink. Had a choice of either 2 lemon biscuits or a packet of crisps. Cabin crew were kind and enthusiastic. (ALL MALE CREW, not something you see everyday). Little screen above our seats showing our location on a map, our altitude, air speed, time to destination, destination time etc. Pilots allowed me to visit the flight deck after we had landed and they were very down to earth and I had a great conversation with them.
1612804327-703;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;The proximity to the galley and the noise/lights for an overnight flight can be a little annoying. Best to head further back in this cabin.
1612804336-741;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;Avoid row 26, air con for the whole world traveler is blasting incredibly cold air right above making it hard not to get sick as staff wouldnt/ cannot turn it down! Gets unbelievably cold there! Also, head rest is broken and keeps falling down! Good for loads of leg room though
1612804322-480;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;No storage locks over row 1 & 2, leaving limited storage in Club World
1612804336-778;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;Selected seat at booking but BA bounced me from this seat to row behind. They didn't inform me which is typical. Seating generally cramped, be warned, customer service is awful, overseas call centres.
1612804322-605;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Just travelled in economy seat 35A.  Yes the seat itself is reasonably comfortable however, the width of the seat and the legroom are only just adequate.  I would think for any over 6ft it would be extremely uncomfortable.    Getting in and out from the window seat is challenging and for anyone large or elderly more so.  Dreamliner it is not. I was extremely disappointed.  BA are trying to cram as many people as they can in with a 3 3 3 configuration and I will be avoiding in future.
1612804346-1127;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;From SEA to LHR and return on this 747. The upper deck is the best place, and 62A and 62B are the best seats for two people traveling together.  No climbing over one another.  The forward/rear facing is a bit strange, but the seat padding is the best we've seen on a business class configuration.  While this site is not intended to comment on service, I can't resist saying that BA's business class that we experienced was about the same as a low level coach class.  Food was marginal at best and the service inattentive.  No response to a call button.  At least it was comfortable.
1612804296-184;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;Restricted heel room underneath this seat
1612804322-467;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;What a dreadful torture tube. Paid £60 per person for seats in row 30 to benefit from extra leg room. How dare B A charge an extra fee to occupy these appalling seats, the toilets in front are used by large numbers of Your fellow passengers all night long, having to queue in the area you have paid extra to occupy as leg room. The plumbing is extremely noisy,you can hear every flush.Add to this the constant banging of the doors and the fact that some fellow passengers find it a good spot for a loud chat which they apparently think you want to listen to, then it all adds up to completely awful disturbed,sleepless night. When you give up trying to get any rest and resort to using your in flight entertainment, this is not easy as once you have wrestled to get the screen out of the arm of the chair, it sits at a peculiar angle and gets knocked by passersby.
1612804307-205;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php;all seats in row 16 have about 3ins shorter pitch than the other seats. These are all bad seats. I am 6 ft and could only stick my knees into the chair ahead or put them in the passageway. The reason is that in the configuration the seats would be out-of-line with the overhead buttons unless they take these 3 inches at this row. The crew obviously know all about this and avoid talking to this row. The Captain told me BA only offer an average seat pitch - some are bigger and some smaller.  It is a disgrace.
1612804346-1185;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;its a good seat with a good wing view so you can see the engine and flaps would recommend for anyone who likes watching the flight control serfices
1612804346-1226;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"Great seat with lots of room---IFE is now dated but this is still  a great aircraft.
High Quality service and food come as standard. No traffic in the aisle other than cabin crew and as you are right at the front it is extremely quiet."
1612804343-1046;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;This is the new refurbished 747 with am all new cabin interior. This has got to be the best WT cabin you will find on any BA aircraft. The new Panasonic IFE system is amazing, and doesn't come with the footspace robbing equipment box disaster that exists on the Thales equipped 777's, 787's and A380's. Truly well done BA.
1612804322-548;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;We flew Calgary to Heathrow and returned on the new nightmare liner. The BA service and staff were excellent however the seats were so small and cramped that the trip was an ordeal. There is almost no foot-room because of a metal box in the foot-well. When the person in front reclines the back of their seat is within inches of your face. There isnt enough room to work your utensils when your meal comes. I really like the BA staff but this is the most uncomfortable airplane I have been on. On the flight over, i was in the window seat which was very tight. I switched to the aisle seat on the way back and it was marginally better. I have been on several hundred flights and this plane is one of the most uncomfortable. I do always fly economy but maybe BA is punishing the people in the cheap seats.
1612804333-726;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200ER.php;"This is the 2nd time we have travelled Club World with BA on the London-Bangkok route. Plus points the combination of seat and tip up flap attached to back of next seat does give flat 'bed' Seat is comfortable. Meals were good. Cabin crew service so-so.
However, the tip up flap for the foot end of the 'bed'; doesn't align with the rest. Trying to get out in the night is a contortionist act. You have to somehow get up, hanging on the next door seat shell. Get the flap to go down then try to climb over the legs of the person in seat 2b. I got terrible back ache after this flight and I am sure it came from the twisting motion trying to get in and out of this seat at night. the 2+4+2 wedged in format that BA has for business seats is plain awful. The entertainment system is old - screens smaller and coarser than more recent systems. We used to fly Business  on and off in Eva but their seats were not flat and we kept sliding down. NOW Eva have updated their business seats on the LHR-BKK route and they are not much different to BA FIRST class on some of its routes. Eva have 1+2+2 herringbone arrangement - flat beds, no contortions to get out - and business fares more reasonable than BA so  after our next trip to Bangkok we can give review of Eva business seats. The BA business class seats frankly are not worth the fare they charge. You feel packed in like sardines!"
1612804349-1548;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;this was my first time ever flying on an A380 and i liked the 2-4-2 seating layout of the upper deck economy class seating  any that BA had to offer i had a great view from my window seat 82K and the Cabin crew were all very friendly and hard working on both my outbound flight and return flight, the LHR to LAX route is ever so full with most of the seats taken so my advice is to book your seat early or in my case book your seat free of charge with online check-in at BA.com
1612804319-283;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;I won't be travelling business class with BA again until they sort out their product, improving customer service and scrapping the awful forward.backward configurations. The seats are not comfortable. The food is mediocre and the cabin crew disinterested.
1612804322-432;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Due to immovable armrest on both sides of this seat it is ULTRA narrow. Avoid both 20e and f would be better.
1612804336-802;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;I was travelling to Bengaluru on this plane and also came back to Heathrow. I must say that the plane itslef is pretty old and the seats were very tacky and dirty. I have been flying this airlines now for seven years and it has been the same story all these years on this particular route. Very unfortunate though.
1612804346-1209;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Very disappointed with this flight in terms of facilities. The crew were lovely, food was good but 14J has little room under the seat in front. It is and old plane so there are no charging facilities here unless you happen to possess one of the very old adaptors. The video screen is very small and has seen better days. The tray table, which lifts up from the arm rest slopes away from you so be careful anout putting things on it, especially if in turbulence.
1612804322-614;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;11K is a window seat just to the front of the wing so there is a view through the huge windows.  World Travelller plus seats are wider and have more leg room then economy. I slept all the way from Newrk to Heathrow. It was a very comfortable flight.
1612804346-1203;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"I was flying from London Heathrow to Sao Paulo Brasil. The overall time of flight was approximately 12 hours and I felt very  uncomfortable on my place among two other seats. My height is only 6 ft but I was unable even to turn a page of a book without heating with elbow against my neighbours. The light switchers located on the arms did not match the places exactly, it is enough to say that the switcher of light for the place at the window (K) was located at the place at the aisle (H). There were no personal cold air guns and I had to get accustomed Sao Paulo-like air conditions with my autumn coat designed for the London weather on. The multimedia entertainment was very poor by both its contents (too few new films, Hollywood production only) and technical quality.

The overall quality of flight make me to think that nothing has changed on the plane since it was produced some 25 years ago. It made a big contrast to a flight of Lufthansa with the same plane, where the arrangement of places was more suiting modern standards. By some miracle they wider seats and aisles, better conditions for comfort of each passenger. The other flights with BA ever taken by me were also of great quality.

The good thing I witnessed on the board of the plane was a great job of pilots, tasty meals and very kind stewards with great sense of humor.

Wish you all the best, many good take-offs and same number of peaceful landings."
1612804340-900;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;From other comments I was pleasantly surprised to find the upgraded WT+ on this plane. So much better than the old one I experienced on a 747. In line with the A380, 777-300 & 787. Good seat.
1612804336-745;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;Very good seat! You get an amazing view of the wing and is very good for take off and landing as you get to see the flaps and the spoilers in action! The only bad thing is I noticed that the seat I sat in, the In-flight Entertainment was set to the home page, not allowing me to watch any movies at all which was very upsetting. (It was the Gatwick 777-200, Old ones). Also my brother's seat, 22B, was in very bad condition. The tray table was broken and the head rest was falling apart. Watch out on some of these airplanes! Not all are like this but some are.
1612804322-570;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"I am 6'4"", 225lbs, and this is an acceptable seat for someone my size. Nothing great about it, but nothing horrible either. I do not think I would be comfortable in the economy class seats - they are pretty crammed."
1612804346-1249;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;My return flight from CPT to LHR in April was booked as Business Class but BA offer the First Class cabin seats as part of a Business Class service at certain times of the year on this route should all the Business seats be taken.  The seat is very comfortable and offers a great degree of privacy and a good overnight's sleep as the nearest seat is on the opposite side of the cabin.  This is also a very quiet cabin with only 14 seats and 2 dedicated stewards to provide the service.  On aircraft with the Old First cabin, there is a severe lack of power points available and the single point which was available required a special EmPower plug.  Also, the TV monitor was very small and not as good as in New First.  Overall I would say that, if you are travelling in Business then, unless the aircraft has a New First cabin, I would recommend a seat in Business in the upper deck.
1612804319-346;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;My comments are just the same as the other Santiago passenger.[applies both ways] Cramped and difficult access in Business class- no width. Poor partly uncooked food. Entertainment and service good. Engine vibration through bed. Too dark inside- had to use my torch to go to bathroom! Could not pick seats when we booked without extra cost [expensive for what it was anyway!] Won't use BA again unless essential.
1612804349-1544;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Flew LHR to LAX twice with four seats booked in Club. Proximity to Premium Economy have these passengers walking frequently to toilets. Seats not very comfortable and partition system very annoying during service, with crew just leaning across all the time. Crew largely missing in action once Service over. Incredibly no bottled water and asked to bring back empty bottle to refill when requested water ! Very poor business class with poor food and no larder as outlined in menu
1612804340-829;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;The seat is horrendously outdated. My back was killing me the entire flight from SFO to LHR. An outdated product that is an extreme blemish to the British Airways reputation and expectations from its customers. I strongly hope that BA either retires these aircraft if they will not update the product they are offering to customers.
1612804349-1356;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Upper deck seems roomier in World Traveller Class. No obstruction under foot and large storage unit in bulkhead. Overhead bins are huge. Super quiet plane.
1612804307-208;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php;Unbelievably uncomfortable in new configuration, no leg rom at all.  First time i have not had an emergency exit seat, never again, worst seat in all the years i have been travelling.
1612804319-267;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Excellent seat with the bulk head. Magazine rack can be used somewhat as a foot rest (use a good pair of thick, clean travel socks). Recline excellente and often as Silver or Gold you'll have seat next to you free if the loads are low.
1612804349-1521;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;This is the first time i have flown on the A380 and the economy seats were extremely comfortable and the A380 is a fantastic plane. Flew back from Las Vages in a 747 and the economy seats were most uncomfortable. Admitedly it was a very old plane.
1612804327-686;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;We managed to get seats 21 F&G on a flight from Heathrow to Seattle when doing on line check, so didnt pay extra. These seats are good with the extra legroom. The toilets are not bothersome as suggested by Seatguru, as they are for CW passengers only and the section is roped and curtained off to stop WT+ passengers using them. However, it does mean you have to go all the way back to row 35 in WT for the one toilet on that side and if that is in use, then all the way back to the plane for the other one toilet. There is no way to get across to the other aisle if the bassinets are in use! All in all, the toilet layout is poor for WT+ passengers who have paid extra. Food and entertainment was generally good. Overhead bin was being used by others, so had to use bin a few rows back which was a bit inconvenient to get to when we landed at the gate!
