date|comment|rating|airline
|Pleasant flight. Had a pleasant flight on my trip, the staff was very nice and the social distancing measures were greatly appreciated, thank you Delta!|40|Delta
|terrible airline. We booked our flight 3 weeks ago. it was from myrtle beach to atlanta (50 min lay over) then direct to portland. came for return. Today as I check on the delta page about when we can check in, I find they changed the flights. our 50 min lay over is 5 hrs going out and 19hrs…|10|Delta
|STAY AWAY if traveling with disabled or elderly. They are rude. My sister at hotel now and on oxygen. How she gonna wait 2 days in a hotel when her oxygen is in tennessee tonight? RUDE delta staff at Denver airport. I trusted them. My 85 year old mom is with her stuck in hotel too. THis is terrible.|10|Delta
|Flight cancelled and cannot get through to Customer Service. I am sooo not happy with this airline right now. We booked a few weeks ago to fly from BWI to GGT (Great Exuma) in July. We just got an email saying our flight has been cancelled, due to Covid. However, my girlfriend and her family who are suppose to meet us there are flying…|10|Delta
1 Helpful vote|Customer service is absolutely awful.. Phone lines are a minimum of 2 hours wait to talk to a representative. They don't give you the option for a refund on the site only an ecredit that expires in a short timeframe. I will absolutely never fly delta again. They are the worst airline in the USA for quality and…|10|Delta
1 Helpful vote|Confirmed booking cancelled and Looking for Refund. Well Last Month I did reservations from Delta airlines to Los Angeles From Delhi but due to unexpected Lockdown I had to cancel my flight and was looking for refund which was schedule to come within a week but I didn't get it and after contacting to customer service also I…|20|Delta
|No issues at all. The check-in process was smooth. No issues at all while waiting to board. The seats were comfortable with enough leg room. The flight attendants were very nice and they had great snacks. Nothing was over-the-top great about the flight, but there were absolutely no hiccups, which…|50|Delta
|Delta people great, Management very bad. IT worse.. Diamond elite status phone line 5 hours. I had selected to put on the upgrade list and selected an aisle next to my companion and daughter. Delta IT moved me to an economy cabin window seat (my profile preference is isle) away from my companion. I cannot change upgrade…|10|Delta
1 Helpful vote|Worst customer service anywhere. I just checked my flight status and found out they changed the hours on the depart and return. Spent $1,000 in Jan. so I could have good hours and seats. Now they are getting me to my destination hours late so by the time I get to my beach suite it will be midnite instead of…|10|Delta
1 Helpful vote|WORST AIRLINE EVER. Where shall I start? I am sure I am not the only one to complain about this. My family and I have planned a trip to Universal Studious Orlando June 9- June 16, 2020. We decided top play it safe like a lot of other people and canceled our trip. The resort and Universal gave us a…|10|Delta
|flight facilities were good but there are some issues which I addressed in my review. Like many others Airlines, Delta Airlines also published on their website that their top priority is the health and safety of their clients. Therefore they would not charge any cancellation or change fees during the corona virus outbreak. They did indeed waive the change fee but…|30|Delta
1 Helpful vote|Delta DISAPPOINTS!. NOT TRUE DELTA! Your customers are NOT your priority. I'm so incredibly frustrated and disappointed with Delta Airlines. As if all we are going through because of the pandemic weren't enough! Our daughter was suppose to get married in France in July. Because of the Coronavirus…|10|Delta
|Excellent cabin crew and ground crew. My family has always travelled Delta Airlines from Europe to Tucson for many years. We've flown other US carriers, but Delta has the best service. Flight Attendants were very friendly and a Gate Agent in London was too outstanding. He got us on an earlier flight when we had…|50|Delta
|Refund from Delta due to Covid-19. I still recommend Delta. I had three tickets for June 20 to US Virgin Islands. Delta cancelled. According to the DOT ruling last week, all airlines MUST refund passengers for flights that were cancelled due to pandemic. I tried three days in a row to call Delta...because they…|40|Delta
|Delta SUCKS. *HOW CAN WE HELP? I was a standby for flight 3635, gate c7. When I arrive I tried to request some information in regards to the flight to the gate CSR, who in a rude manner replied: I'm most likely not going to be able to get you in the plane, please go back to your sit until I…|10|Delta
|Worst Experience Ever!. We arrived to the airport and checked in around 12 pm. We didn’t get to the gate until 102pm due to very slow tsa lines because of the Coronavirus. Our flight was supposed to depart at 105 but sadly we came to find our flight had left 10 minutes prior. I don’t understand how a…|10|Delta
|Do NOT book a flight with Delta. Delta re-booked my flight from SFO to Nashville. This is what they actually booked: SFO 12:05 p.m. landing DTW at 7:31 p.m. then DTW departing (the same day) at 12:40 p.m. to Nashville landing at 1:11 p.m. Not even possible since I wouldn't even land in DTW until 7:31 p.m. …|10|Delta
1 Helpful vote|Would Rather Not..... Just try to speak with someone who is helpful.... someone who speaks English clearly... or have a hold time less than SIX HOURS. This is the WORST airlines and one I won't book unless my other options are SEVERELY LIMITED.|10|Delta
1 Helpful vote|They totally changed our flight and we can't call them. Delta changed our 2 stop flight to 4 stops with a 40 hour layover in Toronto. They also had us landing 4 hours AFTER the next flight was scheduled. On the return they have our first return flight with the second flight scheduled 2 days before we leave. You cannot contact them…|10|Delta
|Delta sucks. Refused a refund during pandemic when booked understanding it was refundable up to 30 days prior. Waited almost an hour on phone to speak to someone who basically said I lied to them.|10|Delta
1 Helpful vote|During These Times, Companies Doing Good Should Be Acknowledged. I had a flight scheduled for March 14, 2020. Trump stopped most flights from Europe on March 12, 2020. Despite the chaos that this created on short notice, I was able to go on Delta's site (took a couple reloads, but they were slammed) and rebook my flights. Full credit for…|50|Delta
|Republic Airways connection partner of Delta Airlines - REPUBLIC AIRWAYS - MECHANICAL DELAYS. I have been flying over 50 years as an airline, aircraft 'nerd' with pride. I had the worst customer service experience by a shocking nasty flight attendant that along with another mechanical delay from Republic - I urge anyone with urgency with their trip and you see DELTA…|10|Delta
|First Class suched. I have never spend so much for so little. I could not even get out of my seat unless I turned backward. I will never fly Delta again.|10|Delta
|Delta is becoming more classy. On international flights, Delta is becoming a much more classy carrier. With snacks out in between meal services and seat-back entertainment, its a great airline to fly - especially when you can get cheaper deals.|40|Delta
|Comfortable Flight. Pretty typical flight. Short, comfortable, everything was straightforward and handled well. On the way back, there was more of a COVID scare, & handled well. Overall definitely recommend them in the future!|40|Delta
|Comfortable Flight. Very comfortable nonstop flight to Kingston. Boarding went smoothly and the flight attendants were extraordinary in making sure we were comfortable.|40|Delta
1 Helpful vote|Very Good Flight. I had another nice experience flying with Delta. The staff was very nice as always, and the service was good. There were no TVs on the plane, which I would have liked, but instead they offered an app that you could download and watch movie and shows for free, which was a good…|40|Delta
1 Helpful vote|Customer Service. Throughout this Pandemic, Delta has done the best job of keeping us updated throughout emails and their customer service. I was easily able to chat with someone after about a 10 minute wait on their app. They helped me navigate cancelling my flight and how the credit works and…|50|Delta
1 Helpful vote|Above and Beyond. My husband and I were wintering in Puerto Vallarta for three months scheduled to return March 28 On Aeromexico to Detroit with a stop in Mexico City. We are Canadian so our final stop was Windsor Ontario. We made the reservations through Cheapo Air. It was a nightmare in getting…|50|Delta
2 Helpful votes|Nice Flight. Great boarding, good flight, left on time, nice service in flight. Great gate area... lots of space and had nice, modern Dunkin Donuts. On plane, seat was fine, excellent TV setup, large screen and good selection of titles and live TV. Meal served, breakfast was not great.…|50|Delta
1 Helpful vote|Easy direct flight from NYC to Mexico City. My partner and I flew on Delta right at the beginning of the crisis (before the epidemic turned into a pandemic) and the crew did everything they could to make us comfortable with the experience. Everyone was kind and calm and took extra health precautions and went above and…|50|Delta
|First time using Amex Delta Skymiles Card!. This was the first flight after getting the Amex Delta Skymiles card and the experience was great! We were able to check our bags for free, and received priority boarding. Definitely worth the investment as I plan on taking many delta flights in the future.|50|Delta
|Empty flight!. Flew to Orlando from Boston amid the early stages of the corona outbreak, and the flight was practically empty. The flight attendants were super friendly and allowed us to essentially choose our seats due to the open space! Boarding was super quick and we had no issues with…|50|Delta
|Quarantine flights. One of the best airport, airline experiences of my life. Granted the airports were empty, no more than 50 ppl on each fight. I was also flying first class for the first time ever, because it was so cheap, only 130 more than basic And Two free 70 pound checked bags included,…|50|Delta
|THIS AIRLINE LIES AND STEALS. I regret flying this airlines. Never again will I. They will steal your money and lie to you. Worst experience and worst customer customer service I ever got. Charged $248.10 to get my bag. I was quoted $230 initially and then it went up from.|10|Delta
1 Helpful vote|Kicked off the plane with wife and children just for asking to change seats!. My wife, 2 children and I boarded the flight and asked for a seat change if possible from the flight attendants. They replied that they had to check with the gate agent who was at the gate desk named Errol. He was entering the plane and immediately used the social distancing…|10|Delta
2 Helpful votes|Best domestic airline. Delta is more consistently on time than other airlines and has the best in flight entertainment! Love being able to track my flight and watch tv especially on cross country flights like this one. Flights are generally more expensive but worth it.|50|Delta
|Worst airline ever!!!!. WORST AIRLINE EVER !!! I traveled with Delta in September, when I booked my flights they told me that my surfboard would be considered as standard luggage and I wouldn’t have to pay any additional costs but at the airport they charged me $100 (even tho I already paid for a…|10|Delta
|Jacob, Customer service rep. Jacob deserves a billion stars! After hours of back and forth and eventually getting the run around about cancelled flights (as in 3 cancelled returning flights) Jacob was my savior! He understood my frustration and went above and beyond to help me get back home!! I couldnt…|30|Delta
|People experience flight with Delta Air Lines. The website of Delta Air Lines is user-friendly and the transaction is fluent. The ground staff is friendly and polite, they also handle my luggage with care. The lounge is elegant and there are a lot of services, like buffet, showering facilities, and different kinds of…|40|Delta
1 Helpful vote|LAX and Delta - - two words thatshould make you scared. Delta's bravado about their work on LAX's terminal 2&3. It is chaos with ZERO staff to direct you .... the lines are awful with no one directing. Terminal 3 is shocking in it condition and lack of seating from the multitude of flights. LAX-DTW #2959 - - Boarding: packed,…|10|Delta
1 Helpful vote|Delta canceled my flight won't refund my money.. Delta canceled my flight. They won't refund my money. On hold for hours. Transferred, hold again. Then women says she can't hear me. They say I must take a credit. I never used the service. I don't want a future ticket. I need money for my mortgage and for food. The government…|10|Delta
|Delta screwed me. Flight is CHO to DFW with a layover in ATL. Flew from CHO to ATL and plane took off 40 minutes after original takeoff time. Made it to my connecting flight gate (A9) with four minutes before departure and could not board. Next connecting flight available was 12 hours later.…|10|Delta
2 Helpful votes|Efficient. I had a long wait between flights, so it was a relief to finally get on board and settle into my seat. In fact, I did most of my sleeping before takeoff. After that it was read a book; watch a TV show; read a book; watch the flight progress on the seat-back screen; watch a TV…|30|Delta
|My new favourite airline. Whoever has worked on the way Delta operates deserves a big payrise. The staff are all delightful, both at check-in and on the plane, the inflight entertainment is varied and very good, the food - for an airline - is excellent and the idea of a welcome cocktail is inspired. An…|50|Delta
|Last international reservation ever with Delta. Usually I'll book international flights on one of the major European airlines but decided to give Delta a chance, just due to their price point. My parents were supposed to fly back on March 21 from PHX to DEL but the unfortunate COVID19 situation led to a string of…|10|Delta
|Horrible. They are taking $1000 from my family along with $200 per person for over 60 other people that were planning to attend our daughters wedding in Mexico next month. The resort is closed and the wedding is cancelled but somehow the working people are taking the loss instead of big…|10|Delta
1 Helpful vote|Spectacular Service During a Crisis. My family and I flew on Delta Airlines at the onset of COVID-19 and we can not say enough about the excellent customer service that we experienced before, during and after our flights. The Delta crew did an amazing job of making us feel safe and comfortable. Delta took…|50|Delta
|Unmatched in customer service. A loyal Delta flier. My husband and I will never fly a different airline. they go above and beyond to ensure the best experience - Delta has my loyalty. We sat behind a passenger who was quite sick on the flight and the flight attendants managed to take full control of the…|50|Delta
|Delta Airlines- Quick to Accept a Taxpayer Supported Bailout, Slow to Refund Customers. For our seventieth birthday celebration my wife and I planned a trip to Italy and Greece. Our adult children and their families decided to join us. Our flight scheduled for May 14, 2020 to Rome and return June 3, 2020 from Milan can not be taken due to the Covid-19 pandemic. Our…|20|Delta
3 Helpful votes|Round trip BOS --> Cancun. I flew in basic economy round-trip from Boston to Cancun in January 2020. My trip met my expectations. The staff was professional and the cabin was of standard cleanliness.|30|Delta
|not that good. the seats were not that clean, cabin crews were not that nice and kind. costumer service was literally waste of time.|20|Delta
|Customer Service - Waste of Time. Customer service in 1 department will tell you something completely different than another department. Once they make you wait another half hour and speak to the other department they will tell you something different completely wasting your time. Then you go to the complaint…|10|Delta
|Horrible customer service. Because of the pandemic right now we had to cancel our flight and delta is not offering refunds only credits up to 2 years and the customer service when I called is Ridiculous and very rude. We don’t want to take a credit we want a full refund.|10|Delta
|Delta acts unethical in times of crisis!. Delta is refusing to cancel a flight to Japan which has banned us travelers. Delta is doing this to subvert the DOT ruling on refunds for cancelled flights. Delta is issuing E-Credits which can be used later however will most likely raise prices on future flights forcing…|10|Delta
|Great flight and pleasant crew!. Our flight was at best 60% of capacity due to the start of the COVID-19 pandemic in Europe. Our crew went above and beyond to make sure we felt very welcomed and taken care of. As soon as we stepped onto the plane our children were each invited to take a seat in the cockpit! …|50|Delta
|Great flight!. While I was a bit hesitant to fly economy on such a long haul flight, I found the seats to be quite spacious and comfortable, inflight meals and entertainment was great, and the feature to keep track of my luggage took a lot of the anxiety away.|50|Delta
|Delta managed to get me back to Bermuda On March 18th they were just wonderful unlike American who couldn't have cared. I like thousands of people were having trouble getting home. I had been on an NCL cruise which should have docked in San Juan on March 15th but was diverted to Port Canaveral on March 17th. NCL then provided coaches to get everyone to Orlando. American had cancelled my flight…|50|Delta
|Great Flight. This was a great flight. Flying out of Hartsfield is always great. PVR airport is a little different. You exit the flight onto the tarmac and board a bus to the terminal. The PVR is bigger than I thought and it is nice. PLS KEEP UP WITH THE FORM FROM CUSTOMS AND AS YOU WILL…|50|Delta
|New plane & very helpful cabin crew. Very clean. The flight was on time. Cabin crew went out of their way to be helpful & polite despite challenging times|50|Delta
|Smooth flight & able yo watch Movied Free during my 4 hr 34min Flight. Won't fly any other Airline, Delta has the best reward miles available. The miles never expire. I actual cashed in 26k of my miles for the round trip. Great service.|50|Delta
|Could not get my flight changed with plenty of seats available... We were scheduled to depart on the last flight at 2:50 PM and wished to change to either earlier flight, 12:10, 1:50 so that we would not miss connections. Tried to phone and it was a six hour wait, held from 7AM until 11AM... sent family on their your while I tried to arrange…|20|Delta
|Great service. Traveled with Delta vacations. I can't say enough good things about them. Fantastic service, great people. super clean plane. They handled all aspects of the trip so there was nothing to worry about.|50|Delta
3 Helpful votes|Just OK. Our flight was delayed by five hours and we were provided no explanation as to why until we were on the plane and about to take off. The service was pretty average. We also ordered vegan meals and were told they had none for dinner but it turned out for breakfast they had a meal…|30|Delta
|Great airline. Because of Covid 19 they changed my flights at no charge. Provided excellent service I would recommend them in a heartbeat. My preferred airline travelling to the USA anyway but this has cemented my opinion.|50|Delta
|Cool under Chaos. We Took flight 785 from Cabo To Minneapolis on Monday 3/23/2020. Seats 2c and 2d .We had to get out 5 days early due to the Covid:19 virus. There were a lot of very worried people on board. We all had to get out before the airport closing during the coming week. Some people…|50|Delta
|Delta during Corona Scare. Delta did not cancel flights like other airlines during this challenging time. The flight crew was upbeat and professional. Great experience!|40|Delta
2 Helpful votes|First flight was not great, second flight was a lot better. So we flew from Dublin to Vegas via Atlanta - the first 9 hour flight to Atlanta was dreadful, the inflight entertainment system was ANCIENT but I guess it did have up to date movies. My headphone jack didn't work though so I couldn't watch anything, I had to listen to my…|40|Delta
2 Helpful votes|They are ripping us off. We were taking the whole family to Mexico for Spring vacation 4 grandchildren, 6 adults 10 in all. This was a fee of about $10,000. Of course the virus hit and they cannot take us to Mexico. I want my money refunded. It was not me who changed (read that canceled the…|10|Delta
1 Helpful vote|Premium economy. We had no join even to buy first class seats from Cartagena as those were the only ones left to purchase. The plane was a m88 from Atlanta to toronto which had no entertainment no wifi nothing. This is economy but they charge for first class but even the lounge wouldn’t allow us…|10|Delta
3 Helpful votes|EXCELLENT SERVICE. March 12, 2020 and Tampa International was packed. There was no line in Sky Priority at the ticket counter where we dropped off our luggage. Very friendly and professional gentleman checked us in. The Sky Club was a great refuge with a nice view from the second floor overlooking…|50|Delta
|Excellent flight. Changed my flight to come home early and got to fly on a 777 with the Premium Select seats which were nice. These seats are like the original first class seats used internationally years ago by Delta with some upgrades. You can fully recline your seat without the possibility…|50|Delta
|Delta review. Delta Airlines staff were friendly and helpful.It was my first time travelling with Delta but i would use them again.|40|Delta
|Early Delta. Delta does a great job on this flight. The attendants are always helpful and great you when walking on the plane. I have flown this direction and also from DSM to ATL and also have had the same experience . The flights going both ways have always arrived early. One too…|50|Delta
1 Helpful vote|Shameful and disgraceful decision making. My mother just recently passed away two days ago from COVID-19. She got sick and was gone in three days. My wife has spent two straight days, hours and hours, making arrangements because my mother's only real wish was that she get buried next to my brother in New York. We were…|10|Delta
1 Helpful vote|Thank you, Delta. In a time when there is so much uncertainty it is comforting to fly with an airline that values its customers. Not only do they say thank you many times, the service (even in economy) is excellent. I also found the announcements very informative. They told us what we would be…|50|Delta
|Great communication. The plane was comfortable, staff was very friendly. Most importantly, we were made aware of delays and updates in a timely fashion.|40|Delta
1 Helpful vote|Infection Control Suggestion. I loved flying with Delta and they are great as always. Just coming from a health care professional, it would be a great idea to incorporate showing the passengers the correct way to cover their cough or sneeze (during the initial greeting via flight attendant), and that’s near…|50|Delta
|A Great Experience. The Entire Staff Was Amazing . From the time we boarded until we got off the plane the staff was keeping the entire plane laughing and entertained . It took the edge off the current situation we are in at this time .|40|Delta
|Disappointing. Put in last row. No room especially when passenger in front reclined his seat. Stewardess was rude. I also find it disconcerting to have to pay for luggage, yet many come to the gate and then check luggage for free. Exorbitant luggage fees|30|Delta
2 Helpful votes|Never had an issue. Good service never and issue with Delta, they changed our flight dates and helped us get back to Australia after our cruise was cancelled. Thank you guys|50|Delta
2 Helpful votes|smooth flight, but they could have allowed people use the business class seats as the flight was empty. Flight was smooth, bumped to comfort+ before boarding. the flight had approx 30 people on it. it took a while to get comfortable in the seat and they wouldnt allow us use the business class seats to have a sleep even though the flight was empty|40|Delta
|Delta (and Juan - the Customer Service Rep) worked hard to get me home. My aged Father and I were returning to Seattle, from New Delhi. Our original flight on Cathay Pacific had been cancelled and we rebooked with Delta and Korean Air. That flight was also cancelled. At 2 in the morning on February 27, I waited 1 hour on hold, but the wait was worth…|50|Delta
|great service as flights were beginning to get chaotic. first class only because I got upgraded. Timely departure, great service on board. Baggage was quick to arrive.|40|Delta
|Best airline ever. Thank you delta airlines for never failing me ! During this corona virus outbreak we had to cancel our vacation in April . Less then five min on hold to reach customer service and everything was taken care of perfectly :) thank you for being the best airline that I have traveled…|50|Delta
|Great Flight - Not So Great Airport. In route to San Diego, I took Delta IND-LAX-SAN. The flights were great - friendly gate agents and flight attendants and both flights were on time. While I normally use the IND-LAX to get me to the west coast, regardless of final destination, LAX is in the midst of a…|40|Delta
1 Helpful vote|Thank Goodness for Delta, my hometown airlines, during a Pandemic Crisis. I needed to take a minute to process what is happening in our world and what my family just experienced with our spring break trip to Punta Cana, Dominican Republic. Now granted things in our world were already changing at a pretty fast pace but we still felt comfortable taking…|50|Delta
|World class service from Delta!. We had a very pleasant experience flying with Delta. From rescheduling flights because of the present situation to the service onboard they went well above and beyond the call of duty. They were truly outstanding. Thank you Delta!|50|Delta
|Delta did a great job. Flew with Delta on March 9 from ALB to MSY via Atlanta...significantly lower traffic and ~50% seat occupancy...pretty expected with the current situation. I was supposed o fly back on the 13th, but due to personal circumstances had to reschedule. While the in-person call…|50|Delta
|"Smooth & accommodating. Bigger plane and had free movies, tv, news on the screen. Seats still need more legroom as my 6'3"" husband's knees were into the seat in front. Also, boarding was nice as he was in a wheelchair with a broken ankle and they got him on board with no problems. thank you."|40|Delta
|Amazing Flight. With everything that is going on at this time with COVID-19, I must say JFK airport and Delta airlines did everything within their power to make check-in go smoothly and the flight pleasant. I haven’t flew Delta in years, however they will be one of my top airlines to fly.|50|Delta
2 Helpful votes|In flight entertain did not work on 8 hr flight. Flew in Premium Select Plus (a P class ticket that’s supposed to be discounted first class or a business class product). We had a dedicated flight attendant, Jason, who was absolutely fantastic. The seats in Premium Select recline and have a foot rest but they aren’t lay flat…|30|Delta
|Good on time flights. Good on time flights both coming and going. Was able to get exit row seats on both flights. Good friendly flight crews.|40|Delta
|Yearly retreat to Lauderdale. I was very impressed with Delta this year. Both departures were on time and the staff appeared very professional and organized. Both planes were clean an in good condition. I appreciate what a good job they are doing. In the past is appeared that stewards/stewardess were…|50|Delta
32 Helpful votes|Great airline!. Excellent flight Monterrey – Greenville (via Atlanta). My aircraft (4) were mostly new, except for 1. Monterrey to Atlanta (round) is the longest, around 3 hours and everything was very good, the shortest one Atlanta to Greenville is around 50 minutes, so they don’t even have…|50|Delta
|Terrible online credit card experience. I don't normally write reviews but I think this will bring awareness to the situation and effect policy changes in the future. Buying a ticket for someone abroad genuinely is too much of a headache in the name of stoping FRAUDULENT buyers. After paying for the flight the policy…|10|Delta
|Not much of an upgrade from Greyhound, but a lot faster. They left the airport as promised. They arrived as scheduled. Crew was nothing to write home about, nor to write the CEO. Wheels up to touchdown was about 40 minutes. We arrived safely. No incidents. As for cabin service, you could have hot coffee or 6 oz of room temperate…|30|Delta
2 Helpful votes|Mechanical Defects from hell. This was the worst flight ever. I have been a loyal Delta Customer for several years, but this experience has shaken that loyalty. To make matters worse, our flight from Greensboro to San Juan at the beginning of our vacation was delayed due to a mechanical problem as well.…|20|Delta
|Real rough flight. When we got on the plane, no blankets or pillows were available . The flight attendant told us that nobody put them on the plane. No water was at our seats as is customary in business class and I had to request it. The flight itself was unusually rough as we flew into a 115…|20|Delta
2 Helpful votes|Always have great time and excellent service with Delta. Best airline!!. I always have great experience flying with Delta. Their customer service is top-notch. Seats are more comfortable than most airlines. Free upgrade to Comfort + multiple times even though I don't fly that often. You can't go wrong with Delta when flying in the US.|50|Delta
|My Airline!. I almost always fly Delta. They just do business better than others! They are good at keeping you updated and also very friendly.|50|Delta
|Good flights. The flights and connections all went well. The plans were for and clean. Even though the seats were close, they were still fairly comfortable for the 3 1/2 hour flight.|50|Delta
1 Helpful vote|Great Service!. I was able to make the necessary changes to my flights due to Corona Virus Protocol very easily! Delta was great at communicating and keeping me informed. The flight and service were great!|50|Delta
1 Helpful vote|Great Flight. Great flight with plenty of food and snacks! Unlike other airlines that I have taken for international travel.|50|Delta
|Excellence marred by ineptitude. Both the flights, to & from were professionally completed. Boarding was pleasant and on time. The arrival time of both flights was actually slightly early (a pleasant surprise). However The plane was filthy. I have a picture of one armrest... ugh! Whoever is in charge of…|40|Delta
|Wonderful Delta Experience as Usually. We had a great flight to and back to Ft. Myers Our flight crew was very professional and attentive to our needs.|50|Delta
|Overall a great experience. Our Delta flight down was full of unexpected surprises. In flight movie selection was amazing. All of us watched something different. Great staff with multiple services offered. Great experience all around. Flight home was met with rude & grumpy flight attendants. What a…|40|Delta
|Top Airline in my book. Clean and comfortable and on time. Great start to a Vacation. Enough room to sleep comfortable on a red eye.|50|Delta
|Delta Works Hard. Delta is very consistent with good service in all areas of service. They work hard at taking care of everyone on board.|40|Delta
|Amazing Staff at the Gates. My fiancé and I were late to the airport, as it was an extremely early flight. We got to the gate right after they closed the doors on the plane. Once the doors were closed on the plane, they cannot re-open them. This meant we had missed our flight by 5 minutes! Luckily, the…|40|Delta
2 Helpful votes|good comfort. the Delta air lines offers a good quality comfort for a reasonable price. Staff is friendly and helpful ! Hot meals are not so delicious.|40|Delta
|Love Delta!!!. I have flown with Delta over 20 times round trip and I absolutely cannot brag about them more! I’ve flown business class and economy. This is a fantastic airline, they have newer planes, all of their flight attendants have been more than accommodating and are super friendly (it…|50|Delta
|great service, great flight. Great flight, clean plane, an empty seat next to me. I will fly with Delta again. The staff did a great job of serving and making you feel welcome.|50|Delta
|Above and beyond excellent service. Excellent customer service! My flight from the Bahamas came in early, and I was scheduled to wait three hours in Boston. I noticed another fight to Raleigh-Durham that was slightly delayed. I inquired if I could be switched to this earlier flight--to arrive at 7:30 instead of…|50|Delta
1 Helpful vote|From Canada to USA. Delta as always, was very friendly, professional and polite but had to deny boarding because it was less than 14 days since I had traveled back from Italy, even though I had documentation showing I was tested negative for Covid19|50|Delta
1 Helpful vote|Great Service! Good job on new meals! Need to Update the 767s. I like Delta and their service but their older 767s must be updated! The seats are old and not comfortable, the carpet looks like my grandmothers and the entertainment system is very used and needs updating. The tray table was off center and the bathrooms need to be updated too.…|40|Delta
2 Helpful votes|Return flight from vacation. Delta employees were diligent in boarding and aircraft cleanliness. We did sanitize our seat area, vents, movie screen. I did not see a lot of others doing that tho. Before boarding, security did ask when our last trip to China was. Never!!!!! Distribution of snacks the…|50|Delta
|Very good service, despite corona virus outbreak!. This was one of the last flights out of the US to Europe due to the travel-ban inacted in the US. For this reason, no pillows or blankets were provided. However, the plane was very clean and the flight staff provided thorough information at the beginning of our flight. Due to…|40|Delta
|Pleasant flight from GA to TX and back. Had a one stop over flight in Atlanta and then on to San Antonio. Scheduling was great and all went well. No issues with the flight at all. On the return trip, we were able to schedule the same one stop over in Atlanta but the second leg of the trip was 50 minutes after…|50|Delta
|Love flying with Delta!!. It was a great flight!! Delta is always my choice and I'm never disappointed!! The food was very good and the crew fantastic!!|50|Delta
|Pleasant and efficient. The flight from Columbia to Atlanta was on one of those little commuter aircraft so it gets the job done, but not terribly comfortable. The flight from Atlanta to Tucson was good. No meals served unless you want to buy from their limited menu, but drinks and snacks are…|40|Delta
|Excitement. I fly quite often domestically for work, occasionally for leisure, but boarding the flight to London made my wife and I quite giddy. It had been 21 years since we made the last trip across the pond.We chose Delta due to having sky miles and also because we are big Delta fans.…|50|Delta
|Excellent Flight, equipment, and Service. Delta has picked up their game and consistently delivers a 5-STAR experience on every flight. I am the type of customer that I demand a company provides great service. Over the years I traveled for business and at one time back in the 1990's I flew Delta regularly. Delta had…|50|Delta
|Trouble free, ontime, and services as it should be. Our expectations for air travel were completely met; nothing spectacular, just what it needs to be. Premium economy gives additional space, and this is a big plus, worth the additional cost|50|Delta
1 Helpful vote|Continued excellence. Round trip right before things shut down. Plane full both ways. Plane clean. Service excellent on all segments. Food service was good, but I feel sometimes too much of attempt at gourmet when my wife and I would prefer simple pilots interacted with people before flight and they…|50|Delta
1 Helpful vote|JFK to LHR. I had been on three other delta flights on this trip and several others previously. This flight was so much better than the others that were only ok. This one was a partnership with Virgin and the Delta version of Premium Economy was as good as the Virgin one. Very comfortable,…|50|Delta
|Flight Attendants. Our flight with Delta to and from Philadelphia was very good. We had great weather and the pilots kept us informed throughout our flights. The only issue I had was with a ticket agent in the Atlanta airport. I stood inside the gangway waiting on my husband and she told me I had…|40|Delta
|Very nice flight. The crew was very nice. I had lots of room since the plane wasn’t that full. I would recommend them to anyone.|30|Delta
|Good flight. Our flight was on time and check in was a breeze. Even the refund for baggage fee I didn't need was painless. Thanks, Delta.|50|Delta
1 Helpful vote|On time, pleasant flight, no service though.. Flew from Atlanta to Jamaica. No issues at all. There was turbulence coming and going and they provided no service for the safety of the flight attendants. They did offer water. The one think I don't like about delta is they charge you for EVERYTHING such as window seats,…|50|Delta
|Great customer service. The service on the way down and back was great . Delta staff were super pleasant and professional. I would definately fly with them again. The only downside was how dirty the bathrooms were. This was at the beginning of the flight.|40|Delta
2 Helpful votes|Lost baggage, counter lady abrupt and so unmannerly.. Flying from New York to Orlando for our second part of our holiday, and delta lost one of our bags, with all my cloths in to change into for the hotter weather, so off to the lost baggage counter, waited in line with other people, as it must be a regular occurrence, to be met by…|10|Delta
2 Helpful votes|Wonderful First Class Experience. I recently flew to NYC to visit my son. I got the flight with points, so I splurged and paid to upgrade to first class. Despite this being a short flight, it was wonderful to be able to board first and relax with a drink while everyone else boarded. It was our flight attendant's…|50|Delta
|Best Customer Service....ever!. I flew Delta (actually SkyWest) from Salt Lake to Missoula on a Sunday afternoon. As were were arriving at Missoula there was heavy turbulence and, when looking out the window, extremely limited visibility; it was worrisome. Eventually the pilot diverted to Livingston, ID; a…|50|Delta
|Always Delta. It's hard to get a nonstop from Myrtle to Detroit. They all want to connect you through Atlanta. No thanks! Delta had a direct flight, albeit on a smaller plane, that saved me time and money. No seat back video, but otherwise the same as the bigger jets. I will only fly Delta.|50|Delta
1 Helpful vote|Flying with Coronavirus concern. Flight was full and was a normal flight despite the current concerns. We wore N95 face masks and were surprised how few people were wearing masks. Service was adequate, but not of the caliber expected for first class. Flight was smooth, but had some bumpy spots.|50|Delta
2 Helpful votes|In the midst of crisis Delta proved strong and dependable. Our flight was cancelled due to shutdown of Paris and entry into the US. We had a couple hours of panic , and then heard from Delta that we were re-routed through Atlanta. I was thankful Delta took care of us. At the gate, on the plane, baggage all were up to Delta service. …|50|Delta
